"id","name","nationality","nat_position","nat_kit","club","club_position","club_kit","club_join","contract_expiration","rate","height","weight","pref_foot","birth","age","pref_position"
3482,"Nuno Henrique","Portugal",,,"Boavista","Sub",23,"07/01/2015",2017,72,"186 cm","75 kg","Right","10/19/1986",30,"CB"
3483,"David Pavelka","Czech Republic",,,"Kasimpasa","Sub",12,"01/19/2016",2018,72,"185 cm","74 kg","Right","05/18/1991",25,"CDM/CM"
3484,"Jamaal Lascelles","England",,,"Newcastle Utd","RCB",6,"08/09/2014",2019,72,"189 cm","83 kg","Right","11/11/1993",23,"CB"
3485,"Ismaël Diomandé","Ivory Coast",,,"SM Caen","Sub",4,"01/01/2010",2017,72,"183 cm","82 kg","Right","08/28/1992",24,"CDM/CM"
3486,"Britt Assombalonga","DR Congo",,,"Nottm Forest","ST",9,"08/06/2014",2021,72,"178 cm","78 kg","Right","12/06/1992",24,"ST"
3487,"Luccas Claro","Brazil",,,"Gençlerbirligi","RCB",12,"01/06/2017",2020,73,"182 cm","89 kg","Right","10/02/1991",25,"CB"
3488,"Héctor","Spain",,,"Granada CF","Sub",23,"08/16/2013",2019,72,"173 cm","71 kg","Left","05/23/1991",25,"LB/LWB"
3489,"Yun Il Lok","Korea Republic",,,"FC Seoul","LM",11,"01/01/2013",2018,72,"178 cm","65 kg","Right","03/07/1992",25,"LM/CM"
3490,"Thulani Serero","South Africa","RAM",10,"Ajax","Sub",38,"07/01/2011",2017,72,"164 cm","62 kg","Right","04/11/1990",26,"CM/CDM"
3491,"Alexander Miloševic","Sweden",,,"SV Darmstadt","Sub",3,"01/07/2015",2018,72,"191 cm","82 kg","Right","01/30/1992",25,"CB"
3492,"Jean-Christophe Bahebeck","France",,,"Pescara","Sub",15,"07/01/2011",2019,72,"182 cm","76 kg","Right","05/01/1993",23,"ST/LM"
3493,"Tom Carroll","England",,,"Swansea City","LCM",42,"01/17/2017",2020,72,"178 cm","66 kg","Left","05/28/1992",24,"CM/CDM"
3494,"Danny da Costa","Germany",,,"Bayer 04","Sub",23,"07/01/2016",2018,72,"187 cm","85 kg","Right","07/13/1993",23,"RB"
3495,"Martos","Spain",,,"Sp. Charleroi","RCB",8,"01/01/2010",2017,72,"181 cm","73 kg","Right","01/04/1984",33,"CB"
3496,"Hernán","Spain",,,"UD Las Palmas","Sub",14,"07/01/2012",2018,72,"181 cm","73 kg","Right","08/26/1990",26,"CDM/CM"
3497,"Aden Flint","England",,,"Bristol City","RCB",4,"06/11/2013",2020,72,"197 cm","83 kg","Right","07/11/1989",27,"CB"
3498,"Stuart Armstrong","Scotland",,,"Celtic","CM",14,"02/03/2015",2018,72,"183 cm","75 kg","Right","03/30/1992",25,"CM"
3499,"Justin Meram","Iraq",,,"Columbus Crew SC","LF",9,"12/02/2014",2019,72,"185 cm","75 kg","Right","12/04/1988",28,"LM/CAM"
3500,"Ergys Kace","Albania",,,"PAOK","Sub",26,"01/01/2011",2020,72,"170 cm","62 kg","Right","07/08/1993",23,"CM/CDM"
3501,"Moses Odubajo","England",,,"Hull City","Sub",2,"08/07/2015",2018,72,"177 cm","72 kg","Right","07/28/1993",23,"RB"
3502,"Alfredo Morales","United States",,,"FC Ingolstadt","RCM",6,"07/01/2013",2018,72,"183 cm","77 kg","Right","05/12/1990",26,"CM/CDM"
3503,"José Luis Fernández","Argentina",,,"Rosario Central","LM",11,"01/09/2015",2018,72,"169 cm","67 kg","Left","10/26/1987",29,"LM"
3504,"Luis Carlos Arias","Colombia",,,"Indep. Medellín","LB",7,"07/07/2015",2021,72,"167 cm","70 kg","Left","01/13/1985",32,"CAM/LB"
3505,"Nicolas Benezet","France",,,"EA Guingamp","Sub",10,"07/08/2015",2019,72,"172 cm","61 kg","Right","02/24/1991",26,"LM/RM"
3506,"Alfred Gomis","Senegal",,,"Salerno","GK",27,"07/01/2015",2017,72,"194 cm","80 kg","Right","09/05/1993",23,"GK"
3507,"Alexander Søderlund","Norway","RS",9,"AS Saint-Étienne","Sub",23,"01/04/2016",2019,72,"187 cm","86 kg","Right","08/03/1987",29,"ST"
3508,"Simon Thern","Sweden",,,"AIK","RCM",6,"01/01/2015",2018,72,"180 cm","76 kg","Right","09/18/1992",24,"CAM/CM"
3509,"Juan Sánchez Miño","Argentina",,,"Independiente","Sub",6,"07/28/2016",2017,72,"177 cm","76 kg","Left","01/01/1990",27,"LM/CM"
3510,"Andreas Cornelius","Denmark","Sub",21,"FC København","Sub",11,"01/31/2014",2018,72,"193 cm","89 kg","Left","03/16/1993",24,"ST"
3511,"Attila Fiola","Hungary","Sub",5,"Free Agents","Res",99,"08/31/2016",2021,72,"182 cm","70 kg","Right","02/17/1990",27,"RB/CB"
3512,"Marco Capuano","Italy",,,"Cagliari","Sub",24,"02/01/2015",2018,72,"185 cm","80 kg","Left","10/14/1991",25,"CB"
3513,"Uffe Bech","Denmark",,,"Hannover 96","Sub",17,"07/08/2015",2019,72,"170 cm","75 kg","Left","01/13/1993",24,"RM/LM"
3514,"Sami","Guinea Bissau",,,"Arouca","Sub",11,"07/01/2014",2018,72,"184 cm","76 kg","Right","12/18/1988",28,"LM/RM"
3515,"Cristiano Biraghi","Italy",,,"Pescara","LB",3,"07/11/2016",2020,72,"183 cm","78 kg","Left","09/01/1992",24,"LB/LM"
3516,"Mohammed Abu","Ghana",,,"Columbus Crew SC","Sub",8,"01/24/2017",2021,70,"175 cm","68 kg","Left","11/14/1991",25,"CDM/CM"
3517,"Frederik Sørensen","Denmark",,,"1. FC Köln","Sub",4,"07/11/2015",2021,72,"194 cm","88 kg","Right","04/14/1992",24,"RB/CB"
3518,"Robert Žulj","Austria",,,"Greuther Fürth","CAM",20,"07/10/2014",2017,72,"189 cm","81 kg","Right","02/05/1992",25,"CF/ST"
3519,"Christian Gytkjær","Denmark",,,"1860 München","Sub",9,"01/27/2017",2019,72,"185 cm","77 kg","Right","05/06/1990",26,"ST"
3520,"Frederik Rønnow","Denmark","Sub",22,"Brøndby IF","GK",1,"07/03/2015",2020,72,"188 cm","77 kg","Right","08/04/1992",24,"GK"
3521,"Kasper Kusk","Denmark",,,"FC København","RM",17,"06/15/2015",2020,72,"180 cm","67 kg","Left","11/10/1991",25,"RM"
3522,"Ledian Memushaj","Albania",,,"Pescara","LCM",8,"08/03/2015",2017,72,"174 cm","70 kg","Right","12/17/1986",30,"CM"
3523,"Errasti","Spain",,,"La Spezia","CDM",15,"08/31/2015",2017,72,"180 cm","81 kg","Right","06/01/1988",28,"CDM/CM"
3524,"Mickaël Le Bihan","France",,,"OGC Nice","Sub",10,"08/31/2015",2019,72,"184 cm","80 kg","Right","05/16/1990",26,"ST"
3525,"Taras Burlak","Russia",,,"Rubin Kazan","LCB",90,"01/30/2014",2018,72,"187 cm","78 kg","Right","02/22/1990",27,"CB"
3526,"Rafael Martins","Brazil",,,"V. Guimarães","ST",7,"01/24/2017",2021,72,"177 cm","73 kg","Right","03/17/1989",28,"ST"
3527,"Benjamin Corgnet","France",,,"AS Saint-Étienne","Sub",8,"07/11/2013",2017,72,"180 cm","74 kg","Right","04/06/1987",29,"CAM/CM"
3528,"Deniz Yilmaz","Azerbaijan",,,"Bursaspor","ST",88,"02/01/2016",2019,72,"182 cm","79 kg","Right","02/26/1988",29,"ST/RM"
3529,"Mihai Radut","Romania",,,"Lech Poznan","Sub",18,"01/04/2017",2017,72,"178 cm","65 kg","Right","03/18/1990",27,"LM/CAM"
3530,"Bruno Uvini","Brazil",,,"Al Nassr","LCB",2,"08/08/2016",2019,72,"186 cm","83 kg","Left","06/03/1991",25,"CB"
3531,"Isaac Cuenca","Spain",,,"Granada CF","Sub",19,"02/02/2016",2017,72,"178 cm","67 kg","Right","04/27/1991",25,"RM/RW/RWB"
3532,"Christopher Schindler","Germany",,,"Huddersfield","LCB",26,"06/29/2016",2019,72,"189 cm","82 kg","Right","04/29/1990",26,"CB"
3533,"Camilo","Brazil",,,"Querétaro","Sub",7,"01/17/2014",2021,72,"169 cm","74 kg","Right","07/21/1988",28,"ST"
3534,"Luis Pedro Cavanda","Belgium",,,"Galatasaray","Sub",39,"08/09/2016",2019,72,"180 cm","76 kg","Right","01/02/1991",26,"RB"
3535,"Mike te Wierik","Netherlands",,,"Heracles Almelo","RCB",3,"07/01/2010",2017,72,"191 cm","73 kg","Right","06/08/1992",24,"CB/RB"
3536,"Adama Soumaoro","France",,,"LOSC Lille","LCB",23,"07/01/2011",2021,72,"187 cm","93 kg","Right","06/18/1992",24,"CB/LB"
3537,"Michael Esser","Germany",,,"SV Darmstadt","Res",31,"07/01/2016",2018,72,"198 cm","99 kg","Right","11/22/1987",29,"GK"
3538,"Nicolai Boilesen","Denmark",,,"FC København","Sub",20,"08/25/2016",2020,72,"186 cm","73 kg","Left","02/16/1992",25,"LB"
3539,"Miloš Kosanovic","Serbia",,,"Standard Liège","LCB",33,"01/08/2016",2020,72,"190 cm","83 kg","Left","05/28/1990",26,"CB"
3540,"Ahmet Ilhan Özek","Turkey",,,"Çaykur Rizespor","RM",78,"07/01/2015",2018,72,"181 cm","74 kg","Right","01/01/1988",29,"RM/LM"
3541,"Léo Lacroix","Switzerland",,,"AS Saint-Étienne","Sub",4,"09/01/2016",2020,72,"197 cm","92 kg","Right","02/27/1992",25,"CB"
3542,"Lars Unnerstall","Germany",,,"F. Düsseldorf","Sub",19,"07/01/2014",2017,72,"198 cm","100 kg","Right","07/20/1990",26,"GK"
3543,"Romain Métanire","France",,,"Stade de Reims","RB",3,"01/19/2017",2018,72,"178 cm","74 kg","Right","03/28/1990",27,"RB"
3544,"Balázs Megyeri","Hungary","Sub",22,"Greuther Fürth","GK",24,"07/01/2016",2018,72,"188 cm","88 kg","Right","03/31/1990",26,"GK"
3545,"Taulant Xhaka","Albania",,,"FC Basel","LDM",34,"01/01/2010",2021,72,"172 cm","72 kg","Right","03/28/1991",26,"CDM/RB"
3546,"Michael Gregoritsch","Austria","Sub",20,"Hamburger SV","Sub",11,"07/23/2015",2019,72,"193 cm","87 kg","Left","04/18/1994",22,"CAM/LM/RM"
3547,"Matías Aguirregaray","Uruguay",,,"Estudiantes","Sub",13,"07/27/2013",2021,72,"177 cm","78 kg","Right","04/01/1989",27,"LB/RB"
3548,"Pablo Chavarría","Argentina",,,"Stade de Reims","ST",12,"07/13/2016",2018,73,"185 cm","74 kg","Right","01/02/1988",29,"ST/RM"
3549,"Mathieu Duhamel","France",,,"Le Havre AC","RS",10,"08/23/2015",2019,72,"183 cm","77 kg","Left","07/12/1984",32,"ST"
3550,"Marc Rzatkowski","Germany",,,"RB Salzburg","Sub",11,"06/17/2016",2020,72,"172 cm","65 kg","Left","03/02/1990",27,"CM/CAM"
3551,"Manuel Riemann","Germany",,,"VfL Bochum","GK",1,"07/01/2015",2020,72,"186 cm","83 kg","Right","09/09/1988",28,"GK"
3552,"Anthony Losilla","France",,,"VfL Bochum","RDM",8,"07/01/2014",2019,72,"185 cm","80 kg","Right","03/10/1986",31,"CDM"
3553,"Amir Abrashi","Albania",,,"SC Freiburg","LDM",6,"07/01/2015",2020,72,"172 cm","71 kg","Right","03/27/1990",27,"CDM/CM"
3554,"Ji Dong Won","Korea Republic",,,"FC Augsburg","Sub",22,"01/01/2015",2018,72,"187 cm","77 kg","Right","05/28/1991",25,"ST/LM"
3555,"Álex Fernández","Spain",,,"Elche CF","Sub",9,"08/31/2016",2019,72,"180 cm","68 kg","Right","10/15/1992",24,"CM/CDM"
3556,"Mehmet Batdal","Turkey",,,"Medipol Basaksehir","Sub",9,"07/22/2013",2018,72,"196 cm","88 kg","Left","02/24/1986",31,"ST"
3557,"Dennis Appiah","France",,,"RSC Anderlecht","Sub",12,"07/01/2016",2021,72,"179 cm","68 kg","Right","06/09/1992",24,"RB"
3558,"Sergey Tkachev","Russia",,,"Krylya Sovetov","LM",77,"01/11/2016",2019,72,"184 cm","80 kg","Left","05/19/1989",27,"RM/CAM"
3559,"Isaac Cofie","Ghana",,,"Genoa","Res",4,"07/01/2013",2017,72,"180 cm","73 kg","Right","04/05/1991",25,"CM/CDM"
3560,"Uroš Cosic","Serbia",,,"Empoli","Sub",24,"08/31/2015",2018,72,"186 cm","82 kg","Right","10/24/1992",24,"CB"
3561,"Raoul Cedric Loé","Cameroon",,,"CA Osasuna","RDM",24,"01/31/2017",2017,72,"192 cm","83 kg","Right","01/31/1989",28,"CDM/CM"
3562,"Carlos Ruiz","Spain",,,"CD Tenerife","LCB",14,"06/28/2013",2018,72,"183 cm","80 kg","Right","07/20/1983",33,"CB"
3563,"Johan Larsson","Sweden",,,"Brøndby IF","RB",13,"02/02/2015",2018,72,"181 cm","72 kg","Right","05/05/1990",26,"RB"
3564,"George Thorne","England",,,"Derby County","Sub",34,"07/19/2014",2018,72,"188 cm","84 kg","Right","01/04/1993",24,"CDM"
3565,"Bryan Oviedo","Costa Rica",,,"Sunderland","LB",3,"01/30/2017",2020,72,"172 cm","65 kg","Left","02/18/1990",27,"LB"
3566,"Greg Cunningham","Republic of Ireland",,,"Preston","LB",3,"07/27/2015",2018,72,"183 cm","70 kg","Left","01/31/1991",26,"LB/CB"
3567,"Marcel Büchel","Liechtenstein",,,"Empoli","Sub",77,"07/01/2013",2019,72,"175 cm","71 kg","Left","03/18/1991",26,"CM"
3568,"Damian Dabrowski","Poland",,,"Cracovia","LDM",14,"07/01/2013",2018,72,"178 cm","73 kg","Right","08/27/1992",24,"CDM/CM"
3569,"Alex","Portugal",,,"Moreirense","RW",10,"07/04/2013",2018,72,"175 cm","68 kg","Left","08/27/1991",25,"LM/RM"
3570,"Yann-Erik de Lanlay","Norway",,,"Rosenborg BK","LW",11,"07/22/2015",2019,72,"180 cm","72 kg","Right","05/14/1992",24,"LW/RW"
3571,"Pajtim Kasami","Switzerland",,,"Nottm Forest","Sub",22,"07/09/2014",2018,72,"188 cm","70 kg","Left","06/02/1992",24,"CM/CAM"
3572,"Juninho","Brazil",,,"Chicago Fire","Sub",19,"12/24/2015",2021,72,"171 cm","67 kg","Right","01/08/1989",28,"CM"
3573,"Dejan Lazarevic","Slovenia",,,"Karabükspor","Sub",21,"07/01/2013",2017,72,"174 cm","66 kg","Right","02/15/1990",27,"LM/RM"
3574,"Nuno Reis","Portugal",,,"Panathinaikos","Sub",5,"07/01/2016",2019,72,"182 cm","76 kg","Right","01/31/1991",26,"CB/CDM"
3575,"Oscar Boniek García","Honduras",,,"Houston Dynamo","Sub",27,"06/07/2012",2021,72,"175 cm","68 kg","Right","09/04/1984",32,"LM/CAM"
3576,"Baena","Spain",,,"Rayo Vallecano","Sub",8,"07/16/2013",2017,72,"181 cm","75 kg","Right","03/02/1989",28,"CDM/CM"
3577,"Mathew Leckie","Australia","RM",7,"FC Ingolstadt","Sub",7,"07/01/2014",2019,72,"181 cm","82 kg","Right","02/04/1991",26,"LW/ST"
3578,"Rizvan Utsiev","Russia",,,"Terek Grozny","RB",40,"07/14/2005",2017,72,"173 cm","68 kg","Right","02/07/1988",29,"RB"
3579,"Cristian Erbes","Argentina",,,"Veracruz","Res",5,"07/01/2016",2021,72,"172 cm","75 kg","Right","01/06/1990",27,"CDM"
3580,"Ryan Mendes","Cape Verde",,,"Kayserispor","Sub",20,"02/01/2017",2019,72,"175 cm","73 kg","Right","01/08/1990",27,"RM/LM"
3581,"Diego Contento","Germany",,,"Giron. Bordeaux","Sub",3,"08/11/2014",2018,73,"177 cm","75 kg","Left","05/01/1990",26,"LB"
3582,"Fuentes","Spain",,,"CA Osasuna","Sub",16,"08/11/2016",2018,72,"177 cm","72 kg","Left","01/05/1990",27,"LB/LWB"
3583,"Rafal Gikiewicz","Poland",,,"SC Freiburg","Sub",44,"08/05/2016",2019,72,"190 cm","81 kg","Right","10/26/1987",29,"GK"
3584,"May Mahlangu","South Africa","Sub",14,"Free Agents","Res",99,"12/02/2016",2021,72,"173 cm","67 kg","Right","05/01/1989",27,"CAM/CM"
3585,"Dorian Lévêque","France",,,"EA Guingamp","Sub",7,"01/01/2010",2017,72,"180 cm","74 kg","Left","11/22/1989",27,"LB"
3586,"Flavio Paixão","Portugal",,,"Lechia Gdansk","RM",28,"02/08/2016",2018,72,"184 cm","75 kg","Right","09/19/1984",32,"RM/ST"
3587,"Adam Forshaw","England",,,"Middlesbrough","RCM",34,"01/28/2015",2020,72,"185 cm","71 kg","Right","10/08/1991",25,"CM/CDM"
3588,"Portillo","Spain",,,"Getafe CF","CAM",12,"07/01/2015",2018,72,"169 cm","63 kg","Right","06/13/1990",26,"CAM/RM/CM"
3589,"Izet Hajrovic","Bosnia Herzegovina",,,"Werder Bremen","Res",15,"07/10/2014",2018,72,"177 cm","71 kg","Left","08/04/1991",25,"RM/CM"
3590,"Juan Domínguez","Spain",,,"RCD Mallorca","RDM",18,"01/01/2010",2018,72,"181 cm","71 kg","Right","01/08/1990",27,"CDM/CAM"
3591,"Cauê","Brazil",,,"Moreirense","LDM",18,"07/01/2016",2018,72,"186 cm","79 kg","Right","05/24/1989",27,"CDM"
3592,"Žarko Tomaševic","Montenegro",,,"KV Oostende","Sub",33,"07/01/2016",2019,72,"190 cm","85 kg","Left","02/22/1990",27,"LB/CB"
3593,"Vasco Regini","Italy",,,"Sampdoria","LB",19,"05/09/2009",2020,72,"185 cm","77 kg","Left","09/09/1990",26,"LB/CB"
3594,"Marcel Correia","Portugal",,,"Braunschweig","Sub",25,"07/01/2011",2017,72,"186 cm","81 kg","Right","05/16/1989",27,"CB"
3595,"Diego Novaretti","Argentina",,,"León","LDM",6,"06/25/2015",2021,72,"194 cm","86 kg","Left","05/09/1985",31,"CB"
3596,"Douglas","Brazil",,,"Sporting Gijón","RB",2,"08/29/2014",2019,72,"171 cm","67 kg","Right","08/06/1990",26,"RB/RM"
3597,"Andile Jali","South Africa","CM",15,"KV Oostende","Sub",15,"01/28/2014",2017,72,"172 cm","66 kg","Right","04/10/1990",26,"CM/CDM"
3598,"Fabian Giefer","Germany",,,"Bristol City","GK",33,"07/01/2014",2018,72,"196 cm","93 kg","Right","05/17/1990",26,"GK"
3599,"Aleksandar Ignjovski","Serbia",,,"SC Freiburg","Sub",2,"07/01/2016",2019,72,"175 cm","71 kg","Right","01/27/1991",26,"RB/LB"
3600,"Ben Marshall","England",,,"Wolves","LW",64,"01/31/2017",2020,72,"183 cm","73 kg","Right","09/29/1991",25,"RM/RB"
3601,"Iván Pillud","Argentina",,,"Racing Club","RB",4,"08/01/2010",2021,72,"179 cm","79 kg","Right","04/24/1986",30,"RB"
3602,"Bram Nuytinck","Netherlands",,,"RSC Anderlecht","LCB",14,"08/31/2012",2018,72,"190 cm","80 kg","Left","05/04/1990",26,"CB"
3603,"Matthieu Saunier","France",,,"Granada CF","Sub",20,"08/04/2016",2019,72,"182 cm","73 kg","Right","02/07/1990",27,"CB"
3604,"Mateusz Klich","Poland",,,"FC Twente","RCM",43,"08/26/2016",2019,72,"183 cm","75 kg","Right","06/13/1990",26,"CM/CAM"
3605,"Mustapha Diallo","Senegal",,,"EA Guingamp","RCM",5,"01/01/2009",2018,72,"190 cm","75 kg","Right","05/14/1986",30,"CDM/CM"
3606,"Fabián Rinaudo","Argentina",,,"G. La Plata","RDM",21,"07/22/2014",2017,72,"175 cm","78 kg","Right","05/08/1987",29,"CDM/CM"
3607,"Mauro Formica","Argentina",,,"Newells","CAM",10,"07/01/2015",2017,72,"178 cm","70 kg","Right","04/04/1988",28,"CAM"
3608,"Mads Fenger","Denmark",,,"Randers FC","RCB",13,"01/01/2009",2021,72,"185 cm","81 kg","Right","09/10/1990",26,"CB"
3609,"Rene Krhin","Slovenia","LDM",6,"Granada CF","Sub",21,"07/23/2015",2019,72,"189 cm","78 kg","Right","05/21/1990",26,"CDM/CM"
3610,"Takeshi Aoki","Japan",,,"Sagan Tosu","Sub",35,"07/07/2016",2021,72,"183 cm","75 kg","Right","09/28/1982",34,"CB/CDM"
3611,"Salman Al Faraj","Saudi Arabia",,,"Al Hilal","LM",7,"01/22/2016",2021,72,"175 cm","69 kg","Left","08/01/1989",27,"CM/CDM"
3612,"Cyriac","Ivory Coast",,,"Fulham","Sub",9,"07/01/2015",2019,72,"172 cm","75 kg","Right","08/05/1990",26,"ST"
3613,"Rhayner","Brazil",,,"Kawasaki Front.","Sub",22,"04/07/2012",2018,72,"172 cm","65 kg","Right","09/05/1990",26,"LM/RM/ST"
3614,"Adam Smith","England",,,"Bournemouth","RB",15,"01/28/2014",2020,72,"180 cm","81 kg","Right","04/29/1991",25,"RB"
3615,"Callum McManaman","England",,,"Sheffield Wed","Sub",10,"01/28/2015",2018,72,"174 cm","71 kg","Right","04/25/1991",25,"RM/RW"
3616,"Eugenio Lamanna","Italy",,,"Genoa","GK",23,"07/26/2014",2019,72,"186 cm","80 kg","Right","08/07/1989",27,"GK"
3617,"Diego Álvarez","Colombia",,,"La Equidad","ST",17,"12/19/2016",2021,72,"173 cm","70 kg","Right","09/23/1981",35,"ST"
3618,"Danijel Aleksic","Serbia",,,"FC St. Gallen","Sub",23,"02/18/2015",2018,72,"182 cm","75 kg","Left","04/30/1991",25,"CAM/RM"
3619,"Ike Opara","United States",,,"Sporting KC","RCB",3,"12/01/2012",2021,72,"188 cm","82 kg","Right","02/21/1989",28,"CB"
3620,"Yassine El Ghanassy","Belgium",,,"KV Oostende","LM",8,"01/12/2016",2020,72,"175 cm","70 kg","Right","07/12/1990",26,"LM"
3621,"Nenad Krsticic","Serbia",,,"Deport. Alavés","Sub",23,"07/25/2016",2018,72,"182 cm","75 kg","Left","09/03/1990",26,"CM/CAM"
3622,"Daniel Opare","Ghana",,,"RC Lens","Sub",24,"08/13/2015",2018,72,"175 cm","74 kg","Right","10/18/1990",26,"RB/LB"
3623,"Bernard Parker","South Africa",,,"Kaizer Chiefs","ST",25,"07/01/2011",2021,72,"170 cm","65 kg","Left","03/16/1986",31,"CF/LM"
3624,"Enock Kofi Adu","Ghana",,,"Akhisarspor","Sub",17,"01/05/2017",2018,71,"178 cm","67 kg","Right","09/14/1990",26,"CM/CDM"
3625,"Soni Mustivar","Haiti",,,"Sporting KC","Sub",93,"01/11/2016",2021,72,"178 cm","77 kg","Right","02/12/1990",27,"CDM/CM"
3626,"Guedes","Portugal",,,"Rio Ave","ST",7,"07/01/2015",2018,72,"182 cm","76 kg","Right","05/07/1987",29,"ST"
3627,"Stoppila Sunzu","Zambia",,,"Arsenal Tula","Sub",13,"07/09/2016",2019,72,"189 cm","80 kg","Right","06/22/1989",27,"CB/CM"
3628,"Mamadou Samassa","Mali",,,"ES Troyes AC","GK",30,"07/14/2016",2019,72,"198 cm","85 kg","Right","02/16/1990",27,"GK"
3629,"Ali Gadzhibekov","Russia",,,"Krylya Sovetov","Sub",5,"01/25/2017",2020,72,"185 cm","74 kg","Right","08/06/1989",27,"CB/RB"
3630,"Marcelo Toscano","Brazil",,,"Jeju United","RS",10,"01/01/2016",2017,72,"184 cm","83 kg","Left","05/12/1985",31,"ST/LW"
3631,"Samuel Armenteros","Sweden",,,"Heracles Almelo","ST",9,"08/29/2016",2018,72,"181 cm","80 kg","Left","05/27/1990",26,"ST"
3632,"Ramalho","Spain",,,"Girona CF","RCB",4,"07/01/2016",2019,72,"181 cm","68 kg","Right","06/10/1993",23,"CB/RB"
3633,"Lillo","Spain",,,"Sporting Gijón","Sub",16,"07/05/2016",2018,72,"176 cm","76 kg","Right","03/27/1989",28,"RB/CB/RWB"
3634,"Davy Claude Angan","Ivory Coast",,,"Gaziantepspor","Sub",19,"08/04/2016",2017,72,"182 cm","75 kg","Right","09/20/1987",29,"ST/LM"
3635,"Víctor Vázquez","Spain",,,"Toronto FC","Sub",7,"02/20/2017",2020,72,"176 cm","76 kg","Right","01/20/1987",30,"CM/CAM"
3636,"Aridane","Spain",,,"Cádiz C.F.","RCB",4,"07/18/2016",2019,72,"186 cm","77 kg","Right","03/23/1989",28,"CB"
3637,"Candeias","Portugal",,,"Aytemiz Alanyaspor","LM",23,"07/01/2014",2019,72,"177 cm","78 kg","Right","02/25/1988",29,"RM/LM"
3638,"Junior Hoilett","Canada","LW",10,"Cardiff City","Sub",33,"10/10/2016",2017,72,"173 cm","70 kg","Right","06/05/1990",26,"LM/CF"
3639,"Artur Sobiech","Poland",,,"Hannover 96","Sub",9,"07/01/2011",2017,72,"185 cm","81 kg","Right","06/12/1990",26,"ST"
3640,"Junior Stanislas","England",,,"Bournemouth","Sub",19,"06/26/2014",2019,72,"183 cm","76 kg","Right","11/26/1989",27,"RM/LM"
3641,"Cristian Pasquato","Italy",,,"Krylya Sovetov","RS",10,"07/01/2014",2017,72,"172 cm","70 kg","Right","07/20/1989",27,"CAM"
3642,"Lorenzo Ariaudo","Italy",,,"Frosinone","RCB",15,"08/25/2016",2020,72,"186 cm","76 kg","Left","06/11/1989",27,"CB"
3643,"Florian Jungwirth","Germany",,,"SJ Earthquakes","LCB",23,"02/02/2017",2020,72,"181 cm","77 kg","Right","01/27/1989",28,"CDM/CB"
3644,"Jens Hegeler","Germany",,,"Bristol City","Sub",31,"01/04/2017",2019,72,"193 cm","86 kg","Right","01/22/1988",29,"CB/CM"
3645,"Samuel Souprayen","France",,,"Hellas Verona","LB",18,"07/01/2015",2018,72,"187 cm","75 kg","Left","02/18/1989",28,"LB"
3646,"Néstor Calderón","Mexico",,,"Guadalajara","Sub",18,"01/01/2013",2020,72,"172 cm","70 kg","Right","02/14/1989",28,"LM/RM"
3647,"Francesco Renzetti","Italy",,,"Cesena","LM",33,"07/02/2016",2019,72,"174 cm","65 kg","Left","01/22/1988",29,"LB/LM"
3648,"Libor Kozák","Czech Republic",,,"Aston Villa","Res",18,"09/02/2013",2017,72,"193 cm","82 kg","Right","05/30/1989",27,"ST"
3649,"Michael Morrison","England",,,"Birmingham City","Sub",28,"01/01/2015",2019,72,"183 cm","76 kg","Right","03/03/1988",29,"CB"
3650,"Johannes Flum","Germany",,,"FC St. Pauli","Sub",23,"01/06/2017",2018,72,"190 cm","82 kg","Right","12/14/1987",29,"CDM/CM"
3651,"Semir Štilic","Bosnia Herzegovina",,,"Wisla Kraków","Sub",18,"01/29/2017",2018,73,"183 cm","75 kg","Left","10/08/1987",29,"CAM/CM"
3652,"Marvin Martin","France",,,"Dijon FCO","Sub",13,"07/01/2012",2019,72,"171 cm","68 kg","Right","01/10/1988",29,"CAM/CM"
3653,"Bruno Ecuélé Manga","Gabon",,,"Cardiff City","Sub",5,"09/01/2014",2017,72,"187 cm","75 kg","Right","07/16/1988",28,"CB"
3654,"Lex Immers","Netherlands",,,"Club Brugge","Sub",27,"01/07/2017",2018,72,"189 cm","77 kg","Right","06/08/1986",30,"ST/CM"
3655,"Adama Valentin Diomande","Norway","Sub",20,"Hull City","Sub",20,"09/01/2015",2018,72,"180 cm","75 kg","Right","02/14/1990",27,"ST"
3656,"Artem Kravets","Ukraine",,,"Granada CF","Sub",24,"07/01/2006",2018,72,"189 cm","79 kg","Right","06/03/1989",27,"ST"
3657,"Ondrej Celustka","Czech Republic","Sub",18,"Antalyaspor","RB",28,"07/01/2015",2018,72,"186 cm","80 kg","Right","06/18/1989",27,"RB/CB"
3658,"Edwin Hernández","Mexico",,,"Guadalajara","LB",6,"07/01/2016",2020,72,"166 cm","72 kg","Left","07/10/1986",30,"LB"
3659,"Sergey Pesyakov","Russia",,,"Spartak Moscow","Sub",30,"07/14/2009",2018,72,"199 cm","92 kg","Right","12/16/1988",28,"GK"
3660,"David Meyler","Republic of Ireland",,,"Hull City","Sub",7,"01/09/2013",2018,72,"189 cm","86 kg","Right","05/29/1989",27,"CM"
3661,"Jiloan Hamad","Sweden",,,"Hammarby IF","CAM",90,"02/07/2017",2018,72,"173 cm","72 kg","Right","11/06/1990",26,"RM/CAM"
